,ID,preco
0,24813264385557040124808779273028388499,70087.375
1,295636316453795508942188530111300065666,110097.58
2,101258309166227950735244624080888109884,90268.695
3,28348734455782469411126661985772047409,73518.5
4,193163160502972147671913739170248305797,118533.64
5,139253630820409254168638205788326666528,138636.36
6,326419999691485719634639600759445224896,128843.79
7,156628370616815763571334368907335612965,76728.63
8,36614410630357613931262379258535860898,138294.72
9,291271888210612274188960413687029000366,84509.03
10,123391565781278664516139635130262687131,139275.23
11,123706016861869402593139363350178946109,126828.51
12,36632577625670249282745154628154771956,172123.27
13,164207595063444188201781760346040950101,170820.84
14,239955085429338493258803589990879190331,303982.16
15,69245480563980661813837672936667978073,135763.03
16,213083299276273770441012668108180731534,171063.38
17,318159762424298853917632625763830087825,344988.97
18,33117132854758695177972115283474846588,150114.11
19,88691358898287974383112409767244045575,52129.04
20,104291660125102256822964448683795800829,100947.96
21,229159049944290757731992432258835580843,158879.53
22,266762076297176898039742519457728636794,186305.36
23,104580115312884789809424369774941896788,94316.164
24,198749598127132169075473932214557525537,137962.23
25,123052955459382316472159620428895623465,126393.195
26,274967927992094175606306142032269903560,121384.98
27,94029055283268215743939664009292516397,71586.38
28,316578267456959884921976601380284250110,101877.836
29,306685910665250798444039816450779149649,138762.42
30,66188027549532863985405599220925581449,92611.53
31,134376189051393721209029719875324497592,121466.54
32,196852379045120150434314692968333478877,152758.39
33,194896253925792256227269282874037598624,71335.22
34,30802913571397204261055892050656735204,167494.2
35,311594726202050728936634725325305285941,68487.89
36,56844591140680249279081033814842458251,55498.957
37,287932267471201009088612783110160474077,238679.81
38,227707541582330630651928671952232686013,84364.59
39,159865565498151686879177908437186969038,182657.4
40,213134344122764704997927180701963458068,246066.17
41,297237340057109307358959850637282327720,76336.12
42,39707508005092033474162988356547803403,158142.08
43,238883064995760960612489258822141116363,82410.36
44,328910600247775907684540774590673241956,120603.484
45,236443163133501554079465818887790419849,120053.66
46,339086611587907933259827091023380074017,233322.5
47,46762682352639841018005998314762241314,65868.96
48,332851965360873278751690249890598375787,162031.03
49,318962844431368296188428342222111798753,130508.38
50,29508733157411291188236397269743090442,233373.98
51,303899172930803198024495387312850315642,97508.63
52,147829693968192690980098974989103235349,210763.97
53,311952951456192568648075675322657702346,206125.61
54,214816736410055860693875412617840710187,233746.25
55,114342436621935401359342391703516446050,74775.87
56,105262926829261771335255175229497885298,100289.44
57,322757841954279565741052983110073930012,125541.09
58,87414772137318321056123452036506901451,111892.6
59,223712323530225776358311832143332374347,177200.8
60,79580031853927560411469032076370094174,108449.484
61,265553325344719242763690405389117404391,100542.71
62,146362474592218570897268283516726744173,90552.2
63,220100655478069334717968847612868495093,150855.58
64,194649061979690036596547232860495078676,164248.5
65,110302618697904040920367837020821736696,110961.83
66,67541029598097310843066980947045387347,66999.46
67,326659650604085308594008997463481485542,270731.16
68,192629759139105254963681311828877536485,132758.4
69,69841710307063976164565845258080626474,127031.69
70,249409999947534645866018577008644108808,126091.27
71,85866492976659266017671403272270701589,99301.37
72,262690598736005095491981277995787534235,49677.86
73,264871944513586820378114060586798646134,52745.51
74,65007011447431746792723280259168964989,115067.516
75,161125983096686963551715774966853935353,147734.47
76,149786487098779079932604937718722546167,144624.36
77,82865159330185716574718876498180913490,59420.145
78,330341121168412370869120817048660757361,324815.25
79,321749243383101771384831259671578569635,63082.746
80,332284587688029231672069911333129450581,94167.56
81,48814639719301625788525539017696752510,160985.05
82,310333670475181716214887780269841308365,313854.62
83,146067400642563592738543618999500736370,147046.58
84,277085524159263416468005408045248649177,51766.965
85,295571151333363528695777400893621841401,96303.82
86,119205574987012978478276451880752948075,363396.5
87,242095588993907306471620944508060374174,233429.64
88,81709535747591510989842069877824610462,52641.07
89,15848323671865414634182168863145090478,270213.44
90,145998175230215899308191208624899609601,157241.73
91,196015598052727600130379279789704352702,126325.17
92,180024349419380327843159234070791996786,50274.08
93,84393957089093451386684441360705434680,156036.78
94,252611373696960182404568442047053612350,167231.16
95,320603192346586151710015616951615770670,132315.47
96,232885107743284925726051622596675829242,193015.78
97,190249439704678534242390020114941396796,117022.195
98,256422820272973677524453523504837708215,104431.66
99,276535793783122819818526170874158887999,284385.88
100,183552244068628862003459132664331721445,231091.5
101,227314973421136955463152802461516237919,190779.31
102,69681696505336346357973889859314254600,107016.62
103,269316870661181099528103976002444258488,97501.11
104,128561331595683396216422237719004539990,79095.1
105,145297488656302959040249746388914516471,57827.816
106,58917214584820841138638409867430474859,121682.73
107,255341330599262704540564465465257241948,113208.89
108,88943750403904423882211193683466538084,447576.94
109,310910585309799441337555954251833949079,257938.8
110,63193552785558409760157978248444781262,126439.11
111,258579450435332148831405637593353374130,90377.42
112,213896251220602527095349942470074589345,54519.953
113,192539017657160520281474481423887976405,79816.37
114,92332061513982969944762185254010501705,52749.195
115,193001554941784690706085872563608368817,79424.484
116,75527819784571187962199110193099980616,109967.625
117,47063285741367175295277353123758277742,99849.52
118,267965721128868562015930409583697225958,72822.47
119,50940220762624598618525594592546212117,86467.33
120,278526283875232512486438797895800749452,69847.516
121,64581794010047170689091129965524968401,95860.43
122,155670954143914273959315537499853730336,236035.66
123,168357383490123442485940066378941087064,123675.31
124,156237096706300493284779269111219114001,159444.98
125,186898212376822949690313553922281072856,281696.9
126,159815295722605748196670594054248795533,144032.72
127,292835379925030498413555446379794152853,84136.836
128,298828706438321035894683602861355989686,92866.484
129,61519200800641392598504633559021184251,87267.94
130,142383175201736274150686729536193682719,147584.78
131,279510904953396104839941616543562549361,86329.72
132,192019515019464920897340034309886945197,218272.62
133,188987908104470547117285491059947238683,105514.87
134,86503335130539252589575930085525220512,254257.9
135,121499632395623164711620603043665131122,78365.36
136,223251930626793769837497075939653261596,101092.016
137,339043079067466199197919097218233426618,137122.78
138,206408821724575800098809144313368160727,109895.22
139,41227077571660459714164824109572627888,123420.61
140,93590499760051381595969375996271559611,147038.56
141,103548763887848411696184635919172048722,193610.73
142,32999934380034043567257544358711791975,134669.44
143,11597285848694041474958038790479547880,196490.36
144,14099181007036252790267337857910101065,107383.5
145,99483316755158959062267950550332086333,129121.01
146,287461661344676229540767493850097586866,141620.66
147,298678438882567553309157470675959396678,135680.33
148,40296380173213352022019178703102300240,161765.17
149,53891031349909174429713265625110552795,66444.97
150,10351816839490264400836779865541549707,88853.75
151,25264689748705324889969432406629913168,77003.79
152,191416597600111050005212770899263913785,141384.52
153,313900563813876677367923912910997317835,246574.5
154,288362370674997073600433840572192819666,260475.8
155,28246726049248901622097646140437129815,158303.8
156,13529626492922433822123375198537433734,136757.9
157,325857743874000454747150258369784626918,82683.43
158,140980541127567150887204134126879013300,97682.72
159,190572216849802750842327645117781658998,132000.34
160,312056818982449997262310371058196308242,78807.35
161,294447800337469077920405592841190830676,99064.57
162,69582326712290377670123267424368507042,116943.44
163,315570046575297731096916713164172196038,187137.94
164,929477407488224910291995620038388023,87048.35
165,187084377231660053596686601394042558301,142496.92
166,200810546512511215687759172629350192280,51338.414
167,298339540395398234573891800974953888113,68864.875
168,67661053781971165828839485333659270993,122859.69
169,10824128957473980185323325903086309502,234289.48
170,302370931832633166347480954406448511937,251122.17
171,28065606854640892071002546824657176583,54193.297
172,282010439859626078893759639851516276513,157282.27
173,78152255437855808363018495328805734165,234024.3
174,330428788516779223558140844883049282089,60677.15
175,307727673345718339322819413175561648721,43622.93
176,108163779989214413573163951440787096559,108926.5
177,82188465593192307517422259259817007578,107769.56
178,25017867074856823529453979346186751520,116625.54
179,255416836604447310975322407431761385421,84588.305
180,179074742713365265334600321151855005340,139053.11
181,65758494877743826816814872778103161865,96203.71
182,297650152411213114278083863428212684052,227812.06
183,68876633088097062317284667640435986974,203131.16
184,84286946302880993576264389865922668087,203082.88
185,234406464128438789237410698198309595452,171398.06
186,162035620879158231983508493583638833093,200207.64
187,330808301097684777212641443419061173730,102843.04
188,288777926421249469208896901556982838048,73973.266
189,327490099851025239026391619594691887024,245686.42
190,146758044822390040596603424147904596294,266864.78
191,162735324434678754648355054995678327752,139736.92
192,110170717884645988662987554576889413276,102051.29
193,275662047464685433169262927865389501307,293219.0
194,58359267318603402505882825561618738650,135526.77
195,237922929125526143189799443293159777547,338496.97
196,61200983639451451523418560205780671820,95983.055
197,294396956569318899242480306540916778483,80839.555
198,123379503433070074894692728446802597494,254172.48
199,30463466119310004091134660502846761287,104276.52
200,77952954903587773852739967721051915694,65726.266
201,89845128844677828688367403232018173706,194421.89
202,170989080450613382988002928275258234279,110948.58
203,67430275814383452461938812699711434243,232883.16
204,281700893365048937922755990189660094346,119853.63
205,116881036242709764174970158060797274741,67964.5
206,199721872055732590915363460190517898402,143948.1
207,126900271944451612208039752917681493344,274632.78
208,53746377842320671679846563294325197717,100558.55
209,188339679718489642546206547151426834185,166911.97
210,130783607129038106240796677443716936162,143610.88
211,322581675777730471943209263954286789424,62605.39
212,11625123744159096195513488557533145089,152677.69
213,224861385549853388850357517681978827286,151077.84
214,265976880351668216356797496645323343696,126449.78
215,241356076631215431759154692531372590458,128236.64
216,97218053228828622918167435157394805627,86687.76
217,175953016452269515438865435008941808148,104964.94
218,206841329546978447780153428542745668332,86269.5
219,273292979826243436636773481178429951239,33574.4
220,66682770124546732346470917263610565861,85314.9
221,100051815144089517067766888164862079575,125541.09
222,46593534172646630390493439612295080685,150515.25
223,302199848155523965593374060863277075053,109034.016
224,53497851444184315565430241829791178999,138639.12
225,291608123581028635700196807964991847903,126007.36
226,51760254549501495816638639541098826238,153804.27
227,111117183680172393514382032828462932506,43630.29
228,47814870338540202365008132487425668342,76195.03
229,29626671662446919148065271971930439455,189070.02
230,144718309243449779044361791877849770764,106673.49
231,231214712704263853189545000699465007284,134333.5
232,292950588503039639130205504667346554276,258997.89
233,156371036643474641898596813392103386131,87696.44
234,68115208444232375426300195229252792938,78474.63
235,166848431576136236695352222141499192897,88153.22
236,48737640670982057783735426378954513775,52911.316
237,316383304622383459227358323333113907582,132828.31
238,17924232496475225486787532084786323621,52639.234
239,22570233388491591241520840162449031106,111609.266
240,52273980556454766825027827311878190918,43432.758
241,183112925910051134504799800454231293649,77420.96
242,185200417681284243404252727253427152586,144919.55
243,167988430614355377983151393677317270000,235627.25
244,85899621912514551956850609052020950129,169866.77
245,44801160095142594028675834637016636572,248603.16
246,280344766986789438296611829388135732318,128563.75
247,45461507246998716236833048423901773332,102943.25
248,231123541998450010380375876355210958081,79807.18
249,40086376752288306848911708313745461812,147997.28
250,175331280423890356054635122993144411697,298019.47
251,5413292361593166138942299377108885096,155798.94
252,188609709733357317219821309440569497135,71020.4
