ID,preco
24813264385557040124808779273028388499,64113.6
295636316453795508942188530111300065666,116074.695
101258309166227950735244624080888109884,88549.79
28348734455782469411126661985772047409,88149.4
193163160502972147671913739170248305797,108331.664
139253630820409254168638205788326666528,149013.58
326419999691485719634639600759445224896,136390.0
156628370616815763571334368907335612965,76690.914
36614410630357613931262379258535860898,149377.12
291271888210612274188960413687029000366,81454.69
123391565781278664516139635130262687131,106292.48
123706016861869402593139363350178946109,145711.4
36632577625670249282745154628154771956,177687.72
164207595063444188201781760346040950101,185839.38
239955085429338493258803589990879190331,335173.8
69245480563980661813837672936667978073,127663.54
213083299276273770441012668108180731534,159725.75
318159762424298853917632625763830087825,322431.88
33117132854758695177972115283474846588,146531.64
88691358898287974383112409767244045575,47359.105
104291660125102256822964448683795800829,99309.805
229159049944290757731992432258835580843,175286.45
266762076297176898039742519457728636794,166792.95
104580115312884789809424369774941896788,95172.164
198749598127132169075473932214557525537,178116.95
123052955459382316472159620428895623465,121119.58
274967927992094175606306142032269903560,119693.305
94029055283268215743939664009292516397,66022.17
316578267456959884921976601380284250110,108642.875
306685910665250798444039816450779149649,102691.63
66188027549532863985405599220925581449,58068.047
134376189051393721209029719875324497592,107536.4
196852379045120150434314692968333478877,158310.84
194896253925792256227269282874037598624,63192.07
30802913571397204261055892050656735204,145724.61
311594726202050728936634725325305285941,66077.164
56844591140680249279081033814842458251,49152.73
287932267471201009088612783110160474077,237356.47
227707541582330630651928671952232686013,83121.23
159865565498151686879177908437186969038,187779.47
213134344122764704997927180701963458068,228073.31
297237340057109307358959850637282327720,72895.77
39707508005092033474162988356547803403,169467.22
238883064995760960612489258822141116363,86172.98
328910600247775907684540774590673241956,127142.67
236443163133501554079465818887790419849,128007.09
339086611587907933259827091023380074017,235670.22
46762682352639841018005998314762241314,71327.85
332851965360873278751690249890598375787,169583.3
318962844431368296188428342222111798753,137986.53
29508733157411291188236397269743090442,238623.61
303899172930803198024495387312850315642,90133.92
147829693968192690980098974989103235349,205521.7
311952951456192568648075675322657702346,193067.73
214816736410055860693875412617840710187,204788.0
114342436621935401359342391703516446050,79253.055
105262926829261771335255175229497885298,89000.695
322757841954279565741052983110073930012,116514.22
87414772137318321056123452036506901451,97784.32
223712323530225776358311832143332374347,194391.88
79580031853927560411469032076370094174,98163.85
265553325344719242763690405389117404391,90969.766
